slug,title,object_type,confidence,review_required,classification_origin,reason,legacy_severity,category
outlook-wont-open,Outlook will not open,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Microsoft 365 & Collaboration
packet-loss,Packet loss,known_condition,high,false,deterministic_v2,Title states a technical condition/diagnosis rather than an initial observation.,medium,Network & Connectivity
passwordless-sign-in,Passwordless sign-in,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Identity & Access Management
poor-call-quality,Poor call quality,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,"Voice, Telephony & Meeting Rooms"
poor-print-quality,Poor print quality,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Printing & Scanning
pop-ups-required-by-a-business-application,Pop-ups required by a business application,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Business Applications & Browsers
post-errors-or-beep-codes,POST errors or beep codes,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Hardware & Peripherals
power-bi-sign-in-or-access,Power BI sign-in or access,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
powerpoint-presentation-display,PowerPoint presentation display,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
preserve-chain-of-custody-for-a-device,Preserve chain of custody for a device,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Security & Compliance
printer-offline-symptom,Printer appears offline,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,low,Printing & Scanning
printing-from-macos,Printing from macOS,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,macOS Endpoints
printing-or-scanning-is-not-working,Printing or scanning is not working,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Printing & Scanning
proxy-configuration,Proxy configuration,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Network & Connectivity
recurring-outlook-credential-prompts,Recurring Outlook credential prompts,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Microsoft 365 & Collaboration
reimage-a-managed-windows-device,Reimage a managed Windows device,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Windows Endpoints
release-a-legitimate-email-from-quarantine,Release a legitimate email from quarantine,service_request,medium,true,deterministic_v2,Imperative action wording; review to confirm request versus event.,medium,Microsoft 365 & Collaboration
remote-desktop-connection-failure,Remote Desktop connection failure,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,high,Windows Endpoints
remote-desktop-licensing-errors,Remote desktop licensing errors,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,"Remote Access, VDI & DaaS"
remote-desktop-or-virtual-application-access-is-failing,Remote desktop or virtual application access is failing,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,"Remote Access, VDI & DaaS"
remote-desktop-to-a-server,Remote Desktop to a server,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Servers & Core Infrastructure
repeated-mfa-prompts,Repeated MFA prompts,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Identity & Access Management
replace-a-device-at-end-of-life,Replace a device at end of life,service_request,medium,true,deterministic_v2,Imperative action wording; review to confirm request versus event.,medium,Lifecycle & Asset Management
replace-a-failed-corporate-device,Replace a failed corporate device,service_request,medium,true,deterministic_v2,Imperative action wording; review to confirm request versus event.,high,Hardware & Peripherals
replace-a-lost-or-changed-authenticator-device,Replace a lost or changed authenticator device,service_request,medium,true,deterministic_v2,Imperative action wording; review to confirm request versus event.,medium,Identity & Access Management
report-a-suspected-social-engineering-call,Report a suspected social-engineering call,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Security & Compliance
report-and-contain-a-phishing-email,Report and contain a phishing email,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
reported-a-lost-or-stolen-computer,Reported a lost or stolen computer,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,critical,Security & Compliance
reported-a-lost-or-stolen-mobile-device,Reported a lost or stolen mobile device,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,critical,Mobile Devices & MDM
reported-a-malicious-or-unknown-usb-device,Reported a malicious or unknown USB device,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,medium,Security & Compliance
reported-a-ransomware-alert,Reported a ransomware alert,incident_event,high,false,review_override,Ransomware alert is a security incident/event requiring response handling.,critical,Security & Compliance
reported-a-suspected-compromised-account,Reported a suspected compromised account,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,critical,Identity & Access Management
reported-a-suspected-malware-infection,Reported a suspected malware infection,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,medium,Security & Compliance
reported-a-suspected-phishing-message,Reported a suspected phishing message,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,medium,Security & Compliance
reported-an-expiring-tls-certificate,Reported an expiring TLS certificate,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,medium,Servers & Core Infrastructure
reported-an-impossible-travel-alert,Reported an impossible-travel alert,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,medium,Security & Compliance
reported-suspected-data-leakage,Reported suspected data leakage,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,critical,Security & Compliance
reported-suspicious-account-activity,Reported suspicious account activity,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,medium,Security & Compliance
reported-unauthorised-software,Reported unauthorised software,incident_event,high,false,deterministic_v2,Explicit incident/security/outage event language.,medium,Security & Compliance
request-to-a-hardware-request,New hardware requested,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Lifecycle & Asset Management
request-to-a-software-installation-request,Software installation requested,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Lifecycle & Asset Management
request-to-a-standard-service-request,Standard service request required,service_request,high,false,deterministic_v2,Explicit request/need wording.,medium,Service Desk & ITSM
request-to-a-vendor-rma,Vendor RMA requested,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Hardware & Peripherals
reset-approved-access-to-an-azure-virtual-machine,Reset approved access to an Azure virtual machine,service_request,medium,true,deterministic_v2,Imperative action wording; review to confirm request versus event.,medium,Cloud & Virtualisation
rollback-a-problematic-device-driver,Rollback a problematic device driver,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Windows Endpoints
scan-to-email,Scan to email,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Printing & Scanning
scan-to-network-folder,Scan to network folder,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Printing & Scanning
screen-flicker-or-graphics-corruption,Screen flicker or graphics corruption,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Windows Endpoints
secure-or-follow-me-printing,Secure or follow-me printing,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Printing & Scanning
server-high-cpu,Server high CPU,known_condition,high,false,deterministic_v2,Title states a technical condition/diagnosis rather than an initial observation.,high,Servers & Core Infrastructure
server-high-memory,Server high memory,known_condition,high,false,deterministic_v2,Title states a technical condition/diagnosis rather than an initial observation.,high,Servers & Core Infrastructure
sharepoint-access,SharePoint access,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
sharepoint-document-synchronisation,SharePoint document synchronisation,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Microsoft 365 & Collaboration
sharepoint-external-sharing,SharePoint external sharing,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
single-sign-on-failure,Single sign-on failure,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,high,Identity & Access Management
sleep-wake-or-hibernation,"Sleep, wake or hibernation",observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Windows Endpoints
slow-computer,Computer is unusually slow,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Windows Endpoints
slow-internet-access,Slow internet access,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Network & Connectivity
slow-vpn-performance,Slow VPN performance,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Network & Connectivity
smart-card-sign-in,Smart-card sign-in,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Identity & Access Management
split-tunnel-application-access,Split-tunnel application access,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Network & Connectivity
ssh-access,SSH access,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Linux & Developer Workstations
support-a-vip-or-executive-user,Support a VIP or executive user,context,high,false,review_override,"VIP/executive status is business context that changes handling and urgency, not a fault.",medium,Service Desk & ITSM
support-request-requires-triage,Support request requires triage,service_request,medium,true,deterministic_v2,Imperative action wording; review to confirm request versus event.,medium,Service Desk & ITSM
teams-calling,Teams calling,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
teams-camera,Teams camera,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
teams-meeting-join-failure,Teams meeting join failure,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,high,Microsoft 365 & Collaboration
teams-presence,Teams presence,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
teams-screen-sharing,Teams screen sharing,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Microsoft 365 & Collaboration
the-default-printer,The default printer,context,low,true,deterministic_v2,Generic noun/resource phrase with no observable-failure wording; likely environment/context but requires review.,medium,Printing & Scanning
trace-an-active-directory-account-lockout-source,Trace an Active Directory account lockout source,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Servers & Core Infrastructure
universal-print,Universal Print,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Printing & Scanning
unlock-a-user-account,Unlock a user account,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Identity & Access Management
usb-storage-not-detected,USB storage not detected,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Windows Endpoints
user-account-control-or-admin-rights-requests,User Account Control or admin-rights requests,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Windows Endpoints
vdi-multi-monitor-support,VDI multi-monitor support,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,"Remote Access, VDI & DaaS"
vdi-performance,VDI performance,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,"Remote Access, VDI & DaaS"
vdi-usb-redirection,VDI USB redirection,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,"Remote Access, VDI & DaaS"
verify-caller-identity-before-support,Verify caller identity before support,service_request,medium,true,deterministic_v2,Imperative action wording; review to confirm request versus event.,medium,Service Desk & ITSM
verify-data-after-a-migration,Verify data after a migration,service_request,medium,true,deterministic_v2,Imperative action wording; review to confirm request versus event.,medium,"Data Protection, Backup & Recovery"
voicemail-access,Voicemail access,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,"Voice, Telephony & Meeting Rooms"
vpn-certificate-failure,VPN certificate failure,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,high,Network & Connectivity
vpn-disconnections,VPN disconnections,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Network & Connectivity
vpn-fails,VPN fails to connect,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,high,Network & Connectivity
windows-365-cloud-pc-access,Windows 365 Cloud PC access,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,"Remote Access, VDI & DaaS"
windows-activation,Windows activation,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Windows Endpoints
windows-audio-output,Windows audio output,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Windows Endpoints
windows-blue-screen,Windows blue-screen during boot,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Windows Endpoints
windows-device-is-not-working-correctly,Windows device is not working correctly,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Windows Endpoints
windows-hello-enrolment,Windows Hello enrolment,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Identity & Access Management
windows-no-boot-or-boot-loop,Windows no-boot or boot loop,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Windows Endpoints
wireless-presentation,Wireless presentation,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,"Voice, Telephony & Meeting Rooms"
wireless-roaming,Wireless roaming,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Network & Connectivity
word-or-excel-crashes,Word or Excel crashes,observable_symptom,high,false,deterministic_v2,Title directly describes observable behaviour/failure.,medium,Microsoft 365 & Collaboration
wsl,WSL,observable_symptom,low,true,deterministic_v2,No decisive taxonomy signal; retained as provisional observable symptom pending review.,medium,Linux & Developer Workstations
