priority,slug,title,category,content_status,governance_state,evidence_complete_v2,evidence_score_percent,promotion_ready,next_review_due,missing_requirements
P1,troubleshoot-outlook-search,Troubleshoot Outlook search,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-outlook-send-and-receive,Troubleshoot Outlook send and receive,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-outlook-that-will-not-open,Troubleshoot Outlook that will not open,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-pop-ups-required-by-a-business-application,Troubleshoot pop-ups required by a business application,Business Applications & Browsers,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-powerpoint-presentation-display,Troubleshoot PowerPoint presentation display,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-printing-from-macos,Troubleshoot printing from macOS,macOS Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-proxy-configuration,Troubleshoot proxy configuration,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-recurring-outlook-credential-prompts,Troubleshoot recurring Outlook credential prompts,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-remote-desktop-connection-failure,Troubleshoot Remote Desktop connection failure,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-scan-to-email,Troubleshoot scan to email,Printing & Scanning,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-scan-to-network-folder,Troubleshoot scan to network folder,Printing & Scanning,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-secure-or-follow-me-printing,Troubleshoot secure or follow-me printing,Printing & Scanning,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-server-high-cpu,Troubleshoot server high CPU,Servers & Core Infrastructure,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-server-high-memory,Troubleshoot server high memory,Servers & Core Infrastructure,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-sharepoint-access,Troubleshoot SharePoint access,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-sharepoint-document-synchronisation,Troubleshoot SharePoint document synchronisation,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-sharepoint-external-sharing,Troubleshoot SharePoint external sharing,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-single-sign-on-failure,Troubleshoot single sign-on failure,Identity & Access Management,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-slow-internet-access,Troubleshoot slow internet access,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-slow-vpn-performance,Troubleshoot slow VPN performance,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-split-tunnel-application-access,Troubleshoot split-tunnel application access,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-ssh-access,Troubleshoot SSH access,Linux & Developer Workstations,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-teams-calling,Troubleshoot Teams calling,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-teams-camera,Troubleshoot Teams camera,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-teams-meeting-join-failure,Troubleshoot Teams meeting join failure,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-teams-presence,Troubleshoot Teams presence,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-teams-screen-sharing,Troubleshoot Teams screen sharing,Microsoft 365 & Collaboration,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-usb-storage-not-detected,Troubleshoot USB storage not detected,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-vdi-multi-monitor-support,Troubleshoot VDI multi-monitor support,"Remote Access, VDI & DaaS",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-vdi-performance,Troubleshoot VDI performance,"Remote Access, VDI & DaaS",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-vdi-usb-redirection,Troubleshoot VDI USB redirection,"Remote Access, VDI & DaaS",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-voicemail-access,Troubleshoot voicemail access,"Voice, Telephony & Meeting Rooms",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-vpn-certificate-failure,Troubleshoot VPN certificate failure,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-vpn-disconnections,Troubleshoot VPN disconnections,Network & Connectivity,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-windows-audio-output,Troubleshoot Windows audio output,Windows Endpoints,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,troubleshoot-wsl,Troubleshoot WSL,Linux & Developer Workstations,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,unlock-a-user-account,Unlock a user account,Identity & Access Management,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,validate-a-backup-restore-request,Validate a backup restore request,"Data Protection, Backup & Recovery",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,validate-accessories-issued-with-a-device,Validate accessories issued with a device,Lifecycle & Asset Management,under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P1,verify-data-after-a-migration,Verify data after a migration,"Data Protection, Backup & Recovery",under_review,under_review,false,22,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments|negative_path_tested"
P2,apply-an-approved-standard-configuration,Apply an approved standard configuration,Lifecycle & Asset Management,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,assess-accidental-or-liquid-damage,Assess accidental or liquid damage,Hardware & Peripherals,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,assess-business-impact-and-urgency,Assess business impact and urgency,Service Desk & ITSM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,assess-storage-drive-health,Assess storage drive health,Windows Endpoints,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,assign-or-remove-a-microsoft-365-licence,Assign or remove a Microsoft 365 licence,Identity & Access Management,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,audit-assigned-equipment,Audit assigned equipment,Lifecycle & Asset Management,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,check-domain-controller-health,Check domain controller health,Servers & Core Infrastructure,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,classify-incident-category-and-priority,Classify incident category and priority,Service Desk & ITSM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,clear-browser-cache-and-cookies-safely,Clear browser cache and cookies safely,Business Applications & Browsers,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,collect-a-network-diagnostic-baseline,Collect a network diagnostic baseline,Network & Connectivity,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,collect-a-windows-crash-dump,Collect a Windows crash dump,Windows Endpoints,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,collect-business-application-logs,Collect business-application logs,Business Applications & Browsers,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,collect-cloud-resource-diagnostics,Collect cloud resource diagnostics,Cloud & Virtualisation,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,collect-macos-diagnostic-logs,Collect macOS diagnostic logs,macOS Endpoints,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,collect-returned-equipment,Collect returned equipment,Lifecycle & Asset Management,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,collect-server-logs-for-escalation,Collect server logs for escalation,Servers & Core Infrastructure,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,collect-windows-event-logs-for-escalation,Collect Windows event logs for escalation,Windows Endpoints,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,complete-a-post-incident-review,Complete a post-incident review,Service Desk & ITSM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,coordinate-an-approved-server-restart,Coordinate an approved server restart,Servers & Core Infrastructure,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,correct-an-asset-inventory-mismatch,Correct an asset inventory mismatch,Lifecycle & Asset Management,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,create-a-problem-record-from-recurring-incidents,Create a problem record from recurring incidents,Service Desk & ITSM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,create-or-update-a-knowledge-article,Create or update a knowledge article,Service Desk & ITSM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,dispose-of-equipment-through-an-approved-process,Dispose of equipment through an approved process,Lifecycle & Asset Management,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,engage-a-third-party-vendor-for-support,Engage a third-party vendor for support,Service Desk & ITSM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,enrol-a-mac-into-mdm,Enrol a Mac into MDM,macOS Endpoints,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,enrol-an-android-device-into-mdm,Enrol an Android device into MDM,Mobile Devices & MDM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,enrol-an-iphone-or-ipad-into-mdm,Enrol an iPhone or iPad into MDM,Mobile Devices & MDM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,escalate-a-cloud-quota-or-capacity-issue,Escalate a cloud quota or capacity issue,Cloud & Virtualisation,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,escalate-an-incident-with-complete-evidence,Escalate an incident with complete evidence,Service Desk & ITSM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,grant-access-through-an-approved-request,Grant access through an approved request,Identity & Access Management,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,grant-calendar-delegate-access,Grant calendar delegate access,Identity & Access Management,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,handle-a-duplicate-incident,Handle a duplicate incident,Service Desk & ITSM,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
P2,investigate-an-overheating-windows-device,Investigate an overheating Windows device,Windows Endpoints,under_review,under_review,false,24,false,,"diagnostic_tested|remediation_tested|rollback_or_irreversibility_confirmed|escalation_confirmed|time_validated|expected_result_confirmed|owner_signoff|authoritative_source_provenance|last_tested|minimum_peer_reviewers|minimum_sme_reviewers|minimum_test_records|minimum_distinct_environments"
